(maxduration 1000)

(initial_agentposition (pos-r 25) (pos-c 13) (direction south))
(pcpc (source-r 4) (source-c 22) (dest-r 22) (dest-c 8) (cost 104))
(pcpc (source-r 22) (source-c 8) (dest-r 4) (dest-c 22) (cost 104))
(pcpc (source-r 4) (source-c 22) (dest-r 21) (dest-c 7) (cost 100))
(pcpc (source-r 21) (source-c 7) (dest-r 4) (dest-c 22) (cost 100))
(pcpc (source-r 4) (source-c 22) (dest-r 4) (dest-c 6) (cost 36))
(pcpc (source-r 4) (source-c 6) (dest-r 4) (dest-c 22) (cost 36))
(pcpc (source-r 4) (source-c 22) (dest-r 8) (dest-c 6) (cost 44))
(pcpc (source-r 8) (source-c 6) (dest-r 4) (dest-c 22) (cost 44))
(pcpc (source-r 4) (source-c 22) (dest-r 26) (dest-c 6) (cost 80))
(pcpc (source-r 26) (source-c 6) (dest-r 4) (dest-c 22) (cost 80))
(pcpc (source-r 4) (source-c 22) (dest-r 3) (dest-c 4) (cost 38))
(pcpc (source-r 3) (source-c 4) (dest-r 4) (dest-c 22) (cost 38))
(pcpc (source-r 4) (source-c 22) (dest-r 4) (dest-c 3) (cost 42))
(pcpc (source-r 4) (source-c 3) (dest-r 4) (dest-c 22) (cost 42))
(pcpc (source-r 4) (source-c 22) (dest-r 9) (dest-c 4) (cost 46))
(pcpc (source-r 9) (source-c 4) (dest-r 4) (dest-c 22) (cost 46))
(pcpc (source-r 4) (source-c 22) (dest-r 8) (dest-c 3) (cost 50))
(pcpc (source-r 8) (source-c 3) (dest-r 4) (dest-c 22) (cost 50))
(pcpc (source-r 4) (source-c 22) (dest-r 14) (dest-c 4) (cost 56))
(pcpc (source-r 14) (source-c 4) (dest-r 4) (dest-c 22) (cost 56))
(pcpc (source-r 4) (source-c 22) (dest-r 13) (dest-c 3) (cost 60))
(pcpc (source-r 13) (source-c 3) (dest-r 4) (dest-c 22) (cost 60))
(pcpc (source-r 4) (source-c 22) (dest-r 18) (dest-c 4) (cost 100))
(pcpc (source-r 18) (source-c 4) (dest-r 4) (dest-c 22) (cost 100))
(pcpc (source-r 4) (source-c 22) (dest-r 19) (dest-c 3) (cost 100))
(pcpc (source-r 19) (source-c 3) (dest-r 4) (dest-c 22) (cost 100))
(pcpc (source-r 4) (source-c 22) (dest-r 28) (dest-c 4) (cost 84))
(pcpc (source-r 28) (source-c 4) (dest-r 4) (dest-c 22) (cost 84))
(pcpc (source-r 4) (source-c 22) (dest-r 27) (dest-c 3) (cost 84))
(pcpc (source-r 27) (source-c 3) (dest-r 4) (dest-c 22) (cost 84))
(pcpc (source-r 4) (source-c 22) (dest-r 24) (dest-c 3) (cost 90))
(pcpc (source-r 24) (source-c 3) (dest-r 4) (dest-c 22) (cost 90))
(pcpc (source-r 4) (source-c 22) (dest-r 23) (dest-c 2) (cost 94))
(pcpc (source-r 23) (source-c 2) (dest-r 4) (dest-c 22) (cost 94))
(pcpc (source-r 4) (source-c 22) (dest-r 25) (dest-c 3) (cost 88))
(pcpc (source-r 25) (source-c 3) (dest-r 4) (dest-c 22) (cost 88))
(pcpc (source-r 4) (source-c 22) (dest-r 26) (dest-c 2) (cost 88))
(pcpc (source-r 26) (source-c 2) (dest-r 4) (dest-c 22) (cost 88))
(pcpc (source-r 20) (source-c 23) (dest-r 20) (dest-c 23) (cost 0))
(pcpc (source-r 20) (source-c 23) (dest-r 21) (dest-c 22) (cost 4))
(pcpc (source-r 21) (source-c 22) (dest-r 20) (dest-c 23) (cost 4))
(pcpc (source-r 20) (source-c 23) (dest-r 28) (dest-c 23) (cost 16))
(pcpc (source-r 28) (source-c 23) (dest-r 20) (dest-c 23) (cost 16))
(pcpc (source-r 20) (source-c 23) (dest-r 27) (dest-c 22) (cost 16))
(pcpc (source-r 27) (source-c 22) (dest-r 20) (dest-c 23) (cost 16))
(pcpc (source-r 20) (source-c 23) (dest-r 9) (dest-c 20) (cost 28))
(pcpc (source-r 9) (source-c 20) (dest-r 20) (dest-c 23) (cost 28))
(pcpc (source-r 20) (source-c 23) (dest-r 8) (dest-c 19) (cost 32))
(pcpc (source-r 8) (source-c 19) (dest-r 20) (dest-c 23) (cost 32))
(pcpc (source-r 20) (source-c 23) (dest-r 10) (dest-c 20) (cost 26))
(pcpc (source-r 10) (source-c 20) (dest-r 20) (dest-c 23) (cost 26))
(pcpc (source-r 20) (source-c 23) (dest-r 11) (dest-c 19) (cost 26))
(pcpc (source-r 11) (source-c 19) (dest-r 20) (dest-c 23) (cost 26))
(pcpc (source-r 20) (source-c 23) (dest-r 12) (dest-c 20) (cost 22))
(pcpc (source-r 12) (source-c 20) (dest-r 20) (dest-c 23) (cost 22))
(pcpc (source-r 20) (source-c 23) (dest-r 13) (dest-c 20) (cost 20))
(pcpc (source-r 13) (source-c 20) (dest-r 20) (dest-c 23) (cost 20))
(pcpc (source-r 20) (source-c 23) (dest-r 14) (dest-c 19) (cost 20))
(pcpc (source-r 14) (source-c 19) (dest-r 20) (dest-c 23) (cost 20))
(pcpc (source-r 20) (source-c 23) (dest-r 7) (dest-c 18) (cost 36))
(pcpc (source-r 7) (source-c 18) (dest-r 20) (dest-c 23) (cost 36))
(pcpc (source-r 20) (source-c 23) (dest-r 19) (dest-c 18) (cost 16))
(pcpc (source-r 19) (source-c 18) (dest-r 20) (dest-c 23) (cost 16))
(pcpc (source-r 20) (source-c 23) (dest-r 20) (dest-c 17) (cost 20))
(pcpc (source-r 20) (source-c 17) (dest-r 20) (dest-c 23) (cost 20))
(pcpc (source-r 20) (source-c 23) (dest-r 28) (dest-c 17) (cost 28))
(pcpc (source-r 28) (source-c 17) (dest-r 20) (dest-c 23) (cost 28))
(pcpc (source-r 20) (source-c 23) (dest-r 3) (dest-c 17) (cost 46))
(pcpc (source-r 3) (source-c 17) (dest-r 20) (dest-c 23) (cost 46))
(pcpc (source-r 20) (source-c 23) (dest-r 4) (dest-c 16) (cost 46))
(pcpc (source-r 4) (source-c 16) (dest-r 20) (dest-c 23) (cost 46))
(pcpc (source-r 20) (source-c 23) (dest-r 8) (dest-c 16) (cost 38))
(pcpc (source-r 8) (source-c 16) (dest-r 20) (dest-c 23) (cost 38))
(pcpc (source-r 20) (source-c 23) (dest-r 13) (dest-c 17) (cost 26))
(pcpc (source-r 13) (source-c 17) (dest-r 20) (dest-c 23) (cost 26))
(pcpc (source-r 20) (source-c 23) (dest-r 14) (dest-c 16) (cost 26))
(pcpc (source-r 14) (source-c 16) (dest-r 20) (dest-c 23) (cost 26))
(pcpc (source-r 20) (source-c 23) (dest-r 23) (dest-c 17) (cost 18))
(pcpc (source-r 23) (source-c 17) (dest-r 20) (dest-c 23) (cost 18))
(pcpc (source-r 20) (source-c 23) (dest-r 22) (dest-c 16) (cost 18))
(pcpc (source-r 22) (source-c 16) (dest-r 20) (dest-c 23) (cost 18))
(pcpc (source-r 20) (source-c 23) (dest-r 9) (dest-c 15) (cost 42))
(pcpc (source-r 9) (source-c 15) (dest-r 20) (dest-c 23) (cost 42))
(pcpc (source-r 20) (source-c 23) (dest-r 16) (dest-c 16) (cost 22))
(pcpc (source-r 16) (source-c 16) (dest-r 20) (dest-c 23) (cost 22))
(pcpc (source-r 20) (source-c 23) (dest-r 15) (dest-c 15) (cost 26))
(pcpc (source-r 15) (source-c 15) (dest-r 20) (dest-c 23) (cost 26))
(pcpc (source-r 20) (source-c 23) (dest-r 17) (dest-c 16) (cost 20))
(pcpc (source-r 17) (source-c 16) (dest-r 20) (dest-c 23) (cost 20))
(pcpc (source-r 20) (source-c 23) (dest-r 18) (dest-c 15) (cost 20))
(pcpc (source-r 18) (source-c 15) (dest-r 20) (dest-c 23) (cost 20))
(pcpc (source-r 20) (source-c 23) (dest-r 25) (dest-c 15) (cost 26))
(pcpc (source-r 25) (source-c 15) (dest-r 20) (dest-c 23) (cost 26))
(pcpc (source-r 20) (source-c 23) (dest-r 26) (dest-c 14) (cost 30))
(pcpc (source-r 26) (source-c 14) (dest-r 20) (dest-c 23) (cost 30))
(pcpc (source-r 20) (source-c 23) (dest-r 29) (dest-c 15) (cost 34))
(pcpc (source-r 29) (source-c 15) (dest-r 20) (dest-c 23) (cost 34))
(pcpc (source-r 20) (source-c 23) (dest-r 28) (dest-c 14) (cost 34))
(pcpc (source-r 28) (source-c 14) (dest-r 20) (dest-c 23) (cost 34))
(pcpc (source-r 20) (source-c 23) (dest-r 14) (dest-c 13) (cost 32))
(pcpc (source-r 14) (source-c 13) (dest-r 20) (dest-c 23) (cost 32))
(pcpc (source-r 20) (source-c 23) (dest-r 18) (dest-c 13) (cost 88))
(pcpc (source-r 18) (source-c 13) (dest-r 20) (dest-c 23) (cost 88))
(pcpc (source-r 20) (source-c 23) (dest-r 28) (dest-c 13) (cost 36))
(pcpc (source-r 28) (source-c 13) (dest-r 20) (dest-c 23) (cost 36))
(pcpc (source-r 20) (source-c 23) (dest-r 18) (dest-c 12) (cost 86))
(pcpc (source-r 18) (source-c 12) (dest-r 20) (dest-c 23) (cost 86))
(pcpc (source-r 20) (source-c 23) (dest-r 26) (dest-c 12) (cost 34))
(pcpc (source-r 26) (source-c 12) (dest-r 20) (dest-c 23) (cost 34))
(pcpc (source-r 20) (source-c 23) (dest-r 29) (dest-c 12) (cost 40))
(pcpc (source-r 29) (source-c 12) (dest-r 20) (dest-c 23) (cost 40))
(pcpc (source-r 20) (source-c 23) (dest-r 6) (dest-c 12) (cost 50))
(pcpc (source-r 6) (source-c 12) (dest-r 20) (dest-c 23) (cost 50))
(pcpc (source-r 20) (source-c 23) (dest-r 5) (dest-c 11) (cost 54))
(pcpc (source-r 5) (source-c 11) (dest-r 20) (dest-c 23) (cost 54))
(pcpc (source-r 20) (source-c 23) (dest-r 8) (dest-c 12) (cost 46))
(pcpc (source-r 8) (source-c 12) (dest-r 20) (dest-c 23) (cost 46))
(pcpc (source-r 20) (source-c 23) (dest-r 9) (dest-c 11) (cost 50))
(pcpc (source-r 9) (source-c 11) (dest-r 20) (dest-c 23) (cost 50))
(pcpc (source-r 20) (source-c 23) (dest-r 17) (dest-c 11) (cost 86))
(pcpc (source-r 17) (source-c 11) (dest-r 20) (dest-c 23) (cost 86))
(pcpc (source-r 20) (source-c 23) (dest-r 25) (dest-c 11) (cost 38))
(pcpc (source-r 25) (source-c 11) (dest-r 20) (dest-c 23) (cost 38))
(pcpc (source-r 20) (source-c 23) (dest-r 9) (dest-c 10) (cost 52))
(pcpc (source-r 9) (source-c 10) (dest-r 20) (dest-c 23) (cost 52))
(pcpc (source-r 20) (source-c 23) (dest-r 19) (dest-c 8) (cost 76))
(pcpc (source-r 19) (source-c 8) (dest-r 20) (dest-c 23) (cost 76))
(pcpc (source-r 20) (source-c 23) (dest-r 27) (dest-c 8) (cost 44))
(pcpc (source-r 27) (source-c 8) (dest-r 20) (dest-c 23) (cost 44))
(pcpc (source-r 20) (source-c 23) (dest-r 3) (dest-c 7) (cost 66))
(pcpc (source-r 3) (source-c 7) (dest-r 20) (dest-c 23) (cost 66))
(pcpc (source-r 20) (source-c 23) (dest-r 9) (dest-c 7) (cost 58))
(pcpc (source-r 9) (source-c 7) (dest-r 20) (dest-c 23) (cost 58))
(pcpc (source-r 20) (source-c 23) (dest-r 13) (dest-c 8) (cost 44))
(pcpc (source-r 13) (source-c 8) (dest-r 20) (dest-c 23) (cost 44))
(pcpc (source-r 20) (source-c 23) (dest-r 14) (dest-c 7) (cost 44))
(pcpc (source-r 14) (source-c 7) (dest-r 20) (dest-c 23) (cost 44))
(pcpc (source-r 20) (source-c 23) (dest-r 18) (dest-c 7) (cost 76))
(pcpc (source-r 18) (source-c 7) (dest-r 20) (dest-c 23) (cost 76))
(pcpc (source-r 20) (source-c 23) (dest-r 22) (dest-c 8) (cost 74))
(pcpc (source-r 22) (source-c 8) (dest-r 20) (dest-c 23) (cost 74))
(pcpc (source-r 20) (source-c 23) (dest-r 21) (dest-c 7) (cost 70))
(pcpc (source-r 21) (source-c 7) (dest-r 20) (dest-c 23) (cost 70))
(pcpc (source-r 20) (source-c 23) (dest-r 4) (dest-c 6) (cost 70))
(pcpc (source-r 4) (source-c 6) (dest-r 20) (dest-c 23) (cost 70))
(pcpc (source-r 20) (source-c 23) (dest-r 8) (dest-c 6) (cost 62))
(pcpc (source-r 8) (source-c 6) (dest-r 20) (dest-c 23) (cost 62))
(pcpc (source-r 20) (source-c 23) (dest-r 26) (dest-c 6) (cost 50))
(pcpc (source-r 26) (source-c 6) (dest-r 20) (dest-c 23) (cost 50))
(pcpc (source-r 20) (source-c 23) (dest-r 3) (dest-c 4) (cost 72))
(pcpc (source-r 3) (source-c 4) (dest-r 20) (dest-c 23) (cost 72))
(pcpc (source-r 20) (source-c 23) (dest-r 4) (dest-c 3) (cost 76))
(pcpc (source-r 4) (source-c 3) (dest-r 20) (dest-c 23) (cost 76))
(pcpc (source-r 20) (source-c 23) (dest-r 9) (dest-c 4) (cost 64))
(pcpc (source-r 9) (source-c 4) (dest-r 20) (dest-c 23) (cost 64))
(pcpc (source-r 20) (source-c 23) (dest-r 8) (dest-c 3) (cost 68))
(pcpc (source-r 8) (source-c 3) (dest-r 20) (dest-c 23) (cost 68))
(pcpc (source-r 20) (source-c 23) (dest-r 14) (dest-c 4) (cost 50))
(pcpc (source-r 14) (source-c 4) (dest-r 20) (dest-c 23) (cost 50))
(pcpc (source-r 20) (source-c 23) (dest-r 13) (dest-c 3) (cost 54))
(pcpc (source-r 13) (source-c 3) (dest-r 20) (dest-c 23) (cost 54))
(pcpc (source-r 20) (source-c 23) (dest-r 18) (dest-c 4) (cost 70))
(pcpc (source-r 18) (source-c 4) (dest-r 20) (dest-c 23) (cost 70))
(pcpc (source-r 20) (source-c 23) (dest-r 19) (dest-c 3) (cost 70))
(pcpc (source-r 19) (source-c 3) (dest-r 20) (dest-c 23) (cost 70))
(pcpc (source-r 20) (source-c 23) (dest-r 28) (dest-c 4) (cost 54))
(pcpc (source-r 28) (source-c 4) (dest-r 20) (dest-c 23) (cost 54))
(pcpc (source-r 20) (source-c 23) (dest-r 27) (dest-c 3) (cost 54))
(pcpc (source-r 27) (source-c 3) (dest-r 20) (dest-c 23) (cost 54))
(pcpc (source-r 20) (source-c 23) (dest-r 24) (dest-c 3) (cost 60))
(pcpc (source-r 24) (source-c 3) (dest-r 20) (dest-c 23) (cost 60))
(pcpc (source-r 20) (source-c 23) (dest-r 23) (dest-c 2) (cost 64))
(pcpc (source-r 23) (source-c 2) (dest-r 20) (dest-c 23) (cost 64))
(pcpc (source-r 20) (source-c 23) (dest-r 25) (dest-c 3) (cost 58))
(pcpc (source-r 25) (source-c 3) (dest-r 20) (dest-c 23) (cost 58))
(pcpc (source-r 20) (source-c 23) (dest-r 26) (dest-c 2) (cost 58))
(pcpc (source-r 26) (source-c 2) (dest-r 20) (dest-c 23) (cost 58))
(pcpc (source-r 21) (source-c 22) (dest-r 21) (dest-c 22) (cost 0))
(pcpc (source-r 21) (source-c 22) (dest-r 28) (dest-c 23) (cost 16))
(pcpc (source-r 28) (source-c 23) (dest-r 21) (dest-c 22) (cost 16))
(pcpc (source-r 21) (source-c 22) (dest-r 27) (dest-c 22) (cost 12))
(pcpc (source-r 27) (source-c 22) (dest-r 21) (dest-c 22) (cost 12))
(pcpc (source-r 21) (source-c 22) (dest-r 9) (dest-c 20) (cost 32))
(pcpc (source-r 9) (source-c 20) (dest-r 21) (dest-c 22) (cost 32))
(pcpc (source-r 21) (source-c 22) (dest-r 8) (dest-c 19) (cost 36))
(pcpc (source-r 8) (source-c 19) (dest-r 21) (dest-c 22) (cost 36))
(pcpc (source-r 21) (source-c 22) (dest-r 10) (dest-c 20) (cost 30))
(pcpc (source-r 10) (source-c 20) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 11) (dest-c 19) (cost 30))
(pcpc (source-r 11) (source-c 19) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 12) (dest-c 20) (cost 26))
(pcpc (source-r 12) (source-c 20) (dest-r 21) (dest-c 22) (cost 26))
(pcpc (source-r 21) (source-c 22) (dest-r 13) (dest-c 20) (cost 24))
(pcpc (source-r 13) (source-c 20) (dest-r 21) (dest-c 22) (cost 24))
(pcpc (source-r 21) (source-c 22) (dest-r 14) (dest-c 19) (cost 24))
(pcpc (source-r 14) (source-c 19) (dest-r 21) (dest-c 22) (cost 24))
(pcpc (source-r 21) (source-c 22) (dest-r 7) (dest-c 18) (cost 40))
(pcpc (source-r 7) (source-c 18) (dest-r 21) (dest-c 22) (cost 40))
(pcpc (source-r 21) (source-c 22) (dest-r 19) (dest-c 18) (cost 20))
(pcpc (source-r 19) (source-c 18) (dest-r 21) (dest-c 22) (cost 20))
(pcpc (source-r 21) (source-c 22) (dest-r 20) (dest-c 17) (cost 16))
(pcpc (source-r 20) (source-c 17) (dest-r 21) (dest-c 22) (cost 16))
(pcpc (source-r 21) (source-c 22) (dest-r 28) (dest-c 17) (cost 24))
(pcpc (source-r 28) (source-c 17) (dest-r 21) (dest-c 22) (cost 24))
(pcpc (source-r 21) (source-c 22) (dest-r 3) (dest-c 17) (cost 50))
(pcpc (source-r 3) (source-c 17) (dest-r 21) (dest-c 22) (cost 50))
(pcpc (source-r 21) (source-c 22) (dest-r 4) (dest-c 16) (cost 50))
(pcpc (source-r 4) (source-c 16) (dest-r 21) (dest-c 22) (cost 50))
(pcpc (source-r 21) (source-c 22) (dest-r 8) (dest-c 16) (cost 42))
(pcpc (source-r 8) (source-c 16) (dest-r 21) (dest-c 22) (cost 42))
(pcpc (source-r 21) (source-c 22) (dest-r 13) (dest-c 17) (cost 30))
(pcpc (source-r 13) (source-c 17) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 14) (dest-c 16) (cost 30))
(pcpc (source-r 14) (source-c 16) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 23) (dest-c 17) (cost 14))
(pcpc (source-r 23) (source-c 17) (dest-r 21) (dest-c 22) (cost 14))
(pcpc (source-r 21) (source-c 22) (dest-r 22) (dest-c 16) (cost 14))
(pcpc (source-r 22) (source-c 16) (dest-r 21) (dest-c 22) (cost 14))
(pcpc (source-r 21) (source-c 22) (dest-r 9) (dest-c 15) (cost 46))
(pcpc (source-r 9) (source-c 15) (dest-r 21) (dest-c 22) (cost 46))
(pcpc (source-r 21) (source-c 22) (dest-r 16) (dest-c 16) (cost 26))
(pcpc (source-r 16) (source-c 16) (dest-r 21) (dest-c 22) (cost 26))
(pcpc (source-r 21) (source-c 22) (dest-r 15) (dest-c 15) (cost 30))
(pcpc (source-r 15) (source-c 15) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 17) (dest-c 16) (cost 24))
(pcpc (source-r 17) (source-c 16) (dest-r 21) (dest-c 22) (cost 24))
(pcpc (source-r 21) (source-c 22) (dest-r 18) (dest-c 15) (cost 24))
(pcpc (source-r 18) (source-c 15) (dest-r 21) (dest-c 22) (cost 24))
(pcpc (source-r 21) (source-c 22) (dest-r 25) (dest-c 15) (cost 22))
(pcpc (source-r 25) (source-c 15) (dest-r 21) (dest-c 22) (cost 22))
(pcpc (source-r 21) (source-c 22) (dest-r 26) (dest-c 14) (cost 26))
(pcpc (source-r 26) (source-c 14) (dest-r 21) (dest-c 22) (cost 26))
(pcpc (source-r 21) (source-c 22) (dest-r 29) (dest-c 15) (cost 30))
(pcpc (source-r 29) (source-c 15) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 28) (dest-c 14) (cost 30))
(pcpc (source-r 28) (source-c 14) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 14) (dest-c 13) (cost 36))
(pcpc (source-r 14) (source-c 13) (dest-r 21) (dest-c 22) (cost 36))
(pcpc (source-r 21) (source-c 22) (dest-r 18) (dest-c 13) (cost 84))
(pcpc (source-r 18) (source-c 13) (dest-r 21) (dest-c 22) (cost 84))
(pcpc (source-r 21) (source-c 22) (dest-r 28) (dest-c 13) (cost 32))
(pcpc (source-r 28) (source-c 13) (dest-r 21) (dest-c 22) (cost 32))
(pcpc (source-r 21) (source-c 22) (dest-r 18) (dest-c 12) (cost 82))
(pcpc (source-r 18) (source-c 12) (dest-r 21) (dest-c 22) (cost 82))
(pcpc (source-r 21) (source-c 22) (dest-r 26) (dest-c 12) (cost 30))
(pcpc (source-r 26) (source-c 12) (dest-r 21) (dest-c 22) (cost 30))
(pcpc (source-r 21) (source-c 22) (dest-r 29) (dest-c 12) (cost 36))
(pcpc (source-r 29) (source-c 12) (dest-r 21) (dest-c 22) (cost 36))
(pcpc (source-r 21) (source-c 22) (dest-r 6) (dest-c 12) (cost 54))
(pcpc (source-r 6) (source-c 12) (dest-r 21) (dest-c 22) (cost 54))
(pcpc (source-r 21) (source-c 22) (dest-r 5) (dest-c 11) (cost 58))
(pcpc (source-r 5) (source-c 11) (dest-r 21) (dest-c 22) (cost 58))
(pcpc (source-r 21) (source-c 22) (dest-r 8) (dest-c 12) (cost 50))
(pcpc (source-r 8) (source-c 12) (dest-r 21) (dest-c 22) (cost 50))
(pcpc (source-r 21) (source-c 22) (dest-r 9) (dest-c 11) (cost 54))
(pcpc (source-r 9) (source-c 11) (dest-r 21) (dest-c 22) (cost 54))
(pcpc (source-r 21) (source-c 22) (dest-r 17) (dest-c 11) (cost 82))
(pcpc (source-r 17) (source-c 11) (dest-r 21) (dest-c 22) (cost 82))
(pcpc (source-r 21) (source-c 22) (dest-r 25) (dest-c 11) (cost 34))
(pcpc (source-r 25) (source-c 11) (dest-r 21) (dest-c 22) (cost 34))
(pcpc (source-r 21) (source-c 22) (dest-r 9) (dest-c 10) (cost 56))
(pcpc (source-r 9) (source-c 10) (dest-r 21) (dest-c 22) (cost 56))
(pcpc (source-r 21) (source-c 22) (dest-r 19) (dest-c 8) (cost 72))
(pcpc (source-r 19) (source-c 8) (dest-r 21) (dest-c 22) (cost 72))
(pcpc (source-r 21) (source-c 22) (dest-r 27) (dest-c 8) (cost 40))
(pcpc (source-r 27) (source-c 8) (dest-r 21) (dest-c 22) (cost 40))
(pcpc (source-r 21) (source-c 22) (dest-r 3) (dest-c 7) (cost 70))
(pcpc (source-r 3) (source-c 7) (dest-r 21) (dest-c 22) (cost 70))
(pcpc (source-r 21) (source-c 22) (dest-r 9) (dest-c 7) (cost 62))
(pcpc (source-r 9) (source-c 7) (dest-r 21) (dest-c 22) (cost 62))
(pcpc (source-r 21) (source-c 22) (dest-r 13) (dest-c 8) (cost 48))
(pcpc (source-r 13) (source-c 8) (dest-r 21) (dest-c 22) (cost 48))
(pcpc (source-r 21) (source-c 22) (dest-r 14) (dest-c 7) (cost 48))
(pcpc (source-r 14) (source-c 7) (dest-r 21) (dest-c 22) (cost 48))
(pcpc (source-r 21) (source-c 22) (dest-r 18) (dest-c 7) (cost 72))
(pcpc (source-r 18) (source-c 7) (dest-r 21) (dest-c 22) (cost 72))
(pcpc (source-r 21) (source-c 22) (dest-r 22) (dest-c 8) (cost 70))
(pcpc (source-r 22) (source-c 8) (dest-r 21) (dest-c 22) (cost 70))
(pcpc (source-r 21) (source-c 22) (dest-r 21) (dest-c 7) (cost 66))
(pcpc (source-r 21) (source-c 7) (dest-r 21) (dest-c 22) (cost 66))
(pcpc (source-r 21) (source-c 22) (dest-r 4) (dest-c 6) (cost 74))
(pcpc (source-r 4) (source-c 6) (dest-r 21) (dest-c 22) (cost 74))
(pcpc (source-r 21) (source-c 22) (dest-r 8) (dest-c 6) (cost 66))
(pcpc (source-r 8) (source-c 6) (dest-r 21) (dest-c 22) (cost 66))
(pcpc (source-r 21) (source-c 22) (dest-r 26) (dest-c 6) (cost 46))
(pcpc (source-r 26) (source-c 6) (dest-r 21) (dest-c 22) (cost 46))
(pcpc (source-r 21) (source-c 22) (dest-r 3) (dest-c 4) (cost 76))
(pcpc (source-r 3) (source-c 4) (dest-r 21) (dest-c 22) (cost 76))
(pcpc (source-r 21) (source-c 22) (dest-r 4) (dest-c 3) (cost 80))
(pcpc (source-r 4) (source-c 3) (dest-r 21) (dest-c 22) (cost 80))
(pcpc (source-r 21) (source-c 22) (dest-r 9) (dest-c 4) (cost 68))
(pcpc (source-r 9) (source-c 4) (dest-r 21) (dest-c 22) (cost 68))
(pcpc (source-r 21) (source-c 22) (dest-r 8) (dest-c 3) (cost 72))
(pcpc (source-r 8) (source-c 3) (dest-r 21) (dest-c 22) (cost 72))
(pcpc (source-r 21) (source-c 22) (dest-r 14) (dest-c 4) (cost 54))
(pcpc (source-r 14) (source-c 4) (dest-r 21) (dest-c 22) (cost 54))
(pcpc (source-r 21) (source-c 22) (dest-r 13) (dest-c 3) (cost 58))
(pcpc (source-r 13) (source-c 3) (dest-r 21) (dest-c 22) (cost 58))
(pcpc (source-r 21) (source-c 22) (dest-r 18) (dest-c 4) (cost 66))
(pcpc (source-r 18) (source-c 4) (dest-r 21) (dest-c 22) (cost 66))
(pcpc (source-r 21) (source-c 22) (dest-r 19) (dest-c 3) (cost 66))
(pcpc (source-r 19) (source-c 3) (dest-r 21) (dest-c 22) (cost 66))
(pcpc (source-r 21) (source-c 22) (dest-r 28) (dest-c 4) (cost 50))
(pcpc (source-r 28) (source-c 4) (dest-r 21) (dest-c 22) (cost 50))
(pcpc (source-r 21) (source-c 22) (dest-r 27) (dest-c 3) (cost 50))
(pcpc (source-r 27) (source-c 3) (dest-r 21) (dest-c 22) (cost 50))
(pcpc (source-r 21) (source-c 22) (dest-r 24) (dest-c 3) (cost 56))
(pcpc (source-r 24) (source-c 3) (dest-r 21) (dest-c 22) (cost 56))
(pcpc (source-r 21) (source-c 22) (dest-r 23) (dest-c 2) (cost 60))
(pcpc (source-r 23) (source-c 2) (dest-r 21) (dest-c 22) (cost 60))
(pcpc (source-r 21) (source-c 22) (dest-r 25) (dest-c 3) (cost 54))
(pcpc (source-r 25) (source-c 3) (dest-r 21) (dest-c 22) (cost 54))
(pcpc (source-r 21) (source-c 22) (dest-r 26) (dest-c 2) (cost 54))
(pcpc (source-r 26) (source-c 2) (dest-r 21) (dest-c 22) (cost 54))
(pcpc (source-r 28) (source-c 23) (dest-r 28) (dest-c 23) (cost 0))
(pcpc (source-r 28) (source-c 23) (dest-r 27) (dest-c 22) (cost 4))
(pcpc (source-r 27) (source-c 22) (dest-r 28) (dest-c 23) (cost 4))
(pcpc (source-r 28) (source-c 23) (dest-r 9) (dest-c 20) (cost 44))
(pcpc (source-r 9) (source-c 20) (dest-r 28) (dest-c 23) (cost 44))
(pcpc (source-r 28) (source-c 23) (dest-r 8) (dest-c 19) (cost 48))
(pcpc (source-r 8) (source-c 19) (dest-r 28) (dest-c 23) (cost 48))
(pcpc (source-r 28) (source-c 23) (dest-r 10) (dest-c 20) (cost 42))
(pcpc (source-r 10) (source-c 20) (dest-r 28) (dest-c 23) (cost 42))
(pcpc (source-r 28) (source-c 23) (dest-r 11) (dest-c 19) (cost 42))
(pcpc (source-r 11) (source-c 19) (dest-r 28) (dest-c 23) (cost 42))
(pcpc (source-r 28) (source-c 23) (dest-r 12) (dest-c 20) (cost 38))
(pcpc (source-r 12) (source-c 20) (dest-r 28) (dest-c 23) (cost 38))
(pcpc (source-r 28) (source-c 23) (dest-r 13) (dest-c 20) (cost 36))
(pcpc (source-r 13) (source-c 20) (dest-r 28) (dest-c 23) (cost 36))
(pcpc (source-r 28) (source-c 23) (dest-r 14) (dest-c 19) (cost 36))
(pcpc (source-r 14) (source-c 19) (dest-r 28) (dest-c 23) (cost 36))
(pcpc (source-r 28) (source-c 23) (dest-r 7) (dest-c 18) (cost 52))
