(maxduration 1000)

(initial_agentposition (pos-r 2) (pos-c 2) (direction north))
(pcpc (source-r 17) (source-c 8) (dest-r 5) (dest-c 3) (cost 42))
(pcpc (source-r 5) (source-c 3) (dest-r 17) (dest-c 8) (cost 42))
(pcpc (source-r 17) (source-c 8) (dest-r 4) (dest-c 2) (cost 46))
(pcpc (source-r 4) (source-c 2) (dest-r 17) (dest-c 8) (cost 46))
(pcpc (source-r 17) (source-c 8) (dest-r 6) (dest-c 2) (cost 42))
(pcpc (source-r 6) (source-c 2) (dest-r 17) (dest-c 8) (cost 42))
(pcpc (source-r 17) (source-c 8) (dest-r 7) (dest-c 3) (cost 38))
(pcpc (source-r 7) (source-c 3) (dest-r 17) (dest-c 8) (cost 38))
(pcpc (source-r 17) (source-c 8) (dest-r 8) (dest-c 3) (cost 36))
(pcpc (source-r 8) (source-c 3) (dest-r 17) (dest-c 8) (cost 36))
(pcpc (source-r 17) (source-c 8) (dest-r 9) (dest-c 2) (cost 40))
(pcpc (source-r 9) (source-c 2) (dest-r 17) (dest-c 8) (cost 40))
(pcpc (source-r 17) (source-c 8) (dest-r 10) (dest-c 3) (cost 40))
(pcpc (source-r 10) (source-c 3) (dest-r 17) (dest-c 8) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 6) (dest-c 6) (cost 0))
(pcpc (source-r 6) (source-c 6) (dest-r 9) (dest-c 7) (cost 8))
(pcpc (source-r 9) (source-c 7) (dest-r 6) (dest-c 6) (cost 8))
(pcpc (source-r 6) (source-c 6) (dest-r 8) (dest-c 6) (cost 4))
(pcpc (source-r 8) (source-c 6) (dest-r 6) (dest-c 6) (cost 4))
(pcpc (source-r 6) (source-c 6) (dest-r 13) (dest-c 5) (cost 40))
(pcpc (source-r 13) (source-c 5) (dest-r 6) (dest-c 6) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 14) (dest-c 4) (cost 40))
(pcpc (source-r 14) (source-c 4) (dest-r 6) (dest-c 6) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 17) (dest-c 5) (cost 40))
(pcpc (source-r 17) (source-c 5) (dest-r 6) (dest-c 6) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 16) (dest-c 4) (cost 40))
(pcpc (source-r 16) (source-c 4) (dest-r 6) (dest-c 6) (cost 40))
(pcpc (source-r 6) (source-c 6) (dest-r 5) (dest-c 3) (cost 8))
(pcpc (source-r 5) (source-c 3) (dest-r 6) (dest-c 6) (cost 8))
(pcpc (source-r 6) (source-c 6) (dest-r 4) (dest-c 2) (cost 12))
(pcpc (source-r 4) (source-c 2) (dest-r 6) (dest-c 6) (cost 12))
(pcpc (source-r 6) (source-c 6) (dest-r 6) (dest-c 2) (cost 8))
(pcpc (source-r 6) (source-c 2) (dest-r 6) (dest-c 6) (cost 8))
(pcpc (source-r 6) (source-c 6) (dest-r 7) (dest-c 3) (cost 8))
(pcpc (source-r 7) (source-c 3) (dest-r 6) (dest-c 6) (cost 8))
(pcpc (source-r 6) (source-c 6) (dest-r 8) (dest-c 3) (cost 10))
(pcpc (source-r 8) (source-c 3) (dest-r 6) (dest-c 6) (cost 10))
(pcpc (source-r 6) (source-c 6) (dest-r 9) (dest-c 2) (cost 14))
(pcpc (source-r 9) (source-c 2) (dest-r 6) (dest-c 6) (cost 14))
(pcpc (source-r 6) (source-c 6) (dest-r 10) (dest-c 3) (cost 14))
(pcpc (source-r 10) (source-c 3) (dest-r 6) (dest-c 6) (cost 14))
(pcpc (source-r 9) (source-c 7) (dest-r 9) (dest-c 7) (cost 0))
(pcpc (source-r 9) (source-c 7) (dest-r 8) (dest-c 6) (cost 4))
(pcpc (source-r 8) (source-c 6) (dest-r 9) (dest-c 7) (cost 4))
(pcpc (source-r 9) (source-c 7) (dest-r 13) (dest-c 5) (cost 32))
(pcpc (source-r 13) (source-c 5) (dest-r 9) (dest-c 7) (cost 32))
(pcpc (source-r 9) (source-c 7) (dest-r 14) (dest-c 4) (cost 32))
(pcpc (source-r 14) (source-c 4) (dest-r 9) (dest-c 7) (cost 32))
(pcpc (source-r 9) (source-c 7) (dest-r 17) (dest-c 5) (cost 32))
(pcpc (source-r 17) (source-c 5) (dest-r 9) (dest-c 7) (cost 32))
(pcpc (source-r 9) (source-c 7) (dest-r 16) (dest-c 4) (cost 32))
(pcpc (source-r 16) (source-c 4) (dest-r 9) (dest-c 7) (cost 32))
(pcpc (source-r 9) (source-c 7) (dest-r 5) (dest-c 3) (cost 16))
(pcpc (source-r 5) (source-c 3) (dest-r 9) (dest-c 7) (cost 16))
(pcpc (source-r 9) (source-c 7) (dest-r 4) (dest-c 2) (cost 20))
(pcpc (source-r 4) (source-c 2) (dest-r 9) (dest-c 7) (cost 20))
(pcpc (source-r 9) (source-c 7) (dest-r 6) (dest-c 2) (cost 16))
(pcpc (source-r 6) (source-c 2) (dest-r 9) (dest-c 7) (cost 16))
(pcpc (source-r 9) (source-c 7) (dest-r 7) (dest-c 3) (cost 12))
(pcpc (source-r 7) (source-c 3) (dest-r 9) (dest-c 7) (cost 12))
(pcpc (source-r 9) (source-c 7) (dest-r 8) (dest-c 3) (cost 10))
(pcpc (source-r 8) (source-c 3) (dest-r 9) (dest-c 7) (cost 10))
(pcpc (source-r 9) (source-c 7) (dest-r 9) (dest-c 2) (cost 14))
(pcpc (source-r 9) (source-c 2) (dest-r 9) (dest-c 7) (cost 14))
(pcpc (source-r 9) (source-c 7) (dest-r 10) (dest-c 3) (cost 14))
(pcpc (source-r 10) (source-c 3) (dest-r 9) (dest-c 7) (cost 14))
(pcpc (source-r 8) (source-c 6) (dest-r 8) (dest-c 6) (cost 0))
(pcpc (source-r 8) (source-c 6) (dest-r 13) (dest-c 5) (cost 36))
(pcpc (source-r 13) (source-c 5) (dest-r 8) (dest-c 6) (cost 36))
(pcpc (source-r 8) (source-c 6) (dest-r 14) (dest-c 4) (cost 36))
(pcpc (source-r 14) (source-c 4) (dest-r 8) (dest-c 6) (cost 36))
(pcpc (source-r 8) (source-c 6) (dest-r 17) (dest-c 5) (cost 36))
(pcpc (source-r 17) (source-c 5) (dest-r 8) (dest-c 6) (cost 36))
(pcpc (source-r 8) (source-c 6) (dest-r 16) (dest-c 4) (cost 36))
(pcpc (source-r 16) (source-c 4) (dest-r 8) (dest-c 6) (cost 36))
(pcpc (source-r 8) (source-c 6) (dest-r 5) (dest-c 3) (cost 12))
(pcpc (source-r 5) (source-c 3) (dest-r 8) (dest-c 6) (cost 12))
(pcpc (source-r 8) (source-c 6) (dest-r 4) (dest-c 2) (cost 16))
(pcpc (source-r 4) (source-c 2) (dest-r 8) (dest-c 6) (cost 16))
(pcpc (source-r 8) (source-c 6) (dest-r 6) (dest-c 2) (cost 12))
(pcpc (source-r 6) (source-c 2) (dest-r 8) (dest-c 6) (cost 12))
(pcpc (source-r 8) (source-c 6) (dest-r 7) (dest-c 3) (cost 8))
(pcpc (source-r 7) (source-c 3) (dest-r 8) (dest-c 6) (cost 8))
(pcpc (source-r 8) (source-c 6) (dest-r 8) (dest-c 3) (cost 6))
(pcpc (source-r 8) (source-c 3) (dest-r 8) (dest-c 6) (cost 6))
(pcpc (source-r 8) (source-c 6) (dest-r 9) (dest-c 2) (cost 10))
(pcpc (source-r 9) (source-c 2) (dest-r 8) (dest-c 6) (cost 10))
(pcpc (source-r 8) (source-c 6) (dest-r 10) (dest-c 3) (cost 10))
(pcpc (source-r 10) (source-c 3) (dest-r 8) (dest-c 6) (cost 10))
(pcpc (source-r 13) (source-c 5) (dest-r 13) (dest-c 5) (cost 0))
(pcpc (source-r 13) (source-c 5) (dest-r 14) (dest-c 4) (cost 4))
(pcpc (source-r 14) (source-c 4) (dest-r 13) (dest-c 5) (cost 4))
(pcpc (source-r 13) (source-c 5) (dest-r 17) (dest-c 5) (cost 8))
(pcpc (source-r 17) (source-c 5) (dest-r 13) (dest-c 5) (cost 8))
(pcpc (source-r 13) (source-c 5) (dest-r 16) (dest-c 4) (cost 8))
(pcpc (source-r 16) (source-c 4) (dest-r 13) (dest-c 5) (cost 8))
(pcpc (source-r 13) (source-c 5) (dest-r 5) (dest-c 3) (cost 48))
(pcpc (source-r 5) (source-c 3) (dest-r 13) (dest-c 5) (cost 48))
(pcpc (source-r 13) (source-c 5) (dest-r 4) (dest-c 2) (cost 52))
(pcpc (source-r 4) (source-c 2) (dest-r 13) (dest-c 5) (cost 52))
(pcpc (source-r 13) (source-c 5) (dest-r 6) (dest-c 2) (cost 48))
(pcpc (source-r 6) (source-c 2) (dest-r 13) (dest-c 5) (cost 48))
(pcpc (source-r 13) (source-c 5) (dest-r 7) (dest-c 3) (cost 44))
(pcpc (source-r 7) (source-c 3) (dest-r 13) (dest-c 5) (cost 44))
(pcpc (source-r 13) (source-c 5) (dest-r 8) (dest-c 3) (cost 42))
(pcpc (source-r 8) (source-c 3) (dest-r 13) (dest-c 5) (cost 42))
(pcpc (source-r 13) (source-c 5) (dest-r 9) (dest-c 2) (cost 46))
(pcpc (source-r 9) (source-c 2) (dest-r 13) (dest-c 5) (cost 46))
(pcpc (source-r 13) (source-c 5) (dest-r 10) (dest-c 3) (cost 46))
(pcpc (source-r 10) (source-c 3) (dest-r 13) (dest-c 5) (cost 46))
(pcpc (source-r 14) (source-c 4) (dest-r 14) (dest-c 4) (cost 0))
(pcpc (source-r 14) (source-c 4) (dest-r 17) (dest-c 5) (cost 8))
(pcpc (source-r 17) (source-c 5) (dest-r 14) (dest-c 4) (cost 8))
(pcpc (source-r 14) (source-c 4) (dest-r 16) (dest-c 4) (cost 4))
(pcpc (source-r 16) (source-c 4) (dest-r 14) (dest-c 4) (cost 4))
(pcpc (source-r 14) (source-c 4) (dest-r 5) (dest-c 3) (cost 48))
(pcpc (source-r 5) (source-c 3) (dest-r 14) (dest-c 4) (cost 48))
(pcpc (source-r 14) (source-c 4) (dest-r 4) (dest-c 2) (cost 52))
(pcpc (source-r 4) (source-c 2) (dest-r 14) (dest-c 4) (cost 52))
(pcpc (source-r 14) (source-c 4) (dest-r 6) (dest-c 2) (cost 48))
(pcpc (source-r 6) (source-c 2) (dest-r 14) (dest-c 4) (cost 48))
(pcpc (source-r 14) (source-c 4) (dest-r 7) (dest-c 3) (cost 44))
(pcpc (source-r 7) (source-c 3) (dest-r 14) (dest-c 4) (cost 44))
(pcpc (source-r 14) (source-c 4) (dest-r 8) (dest-c 3) (cost 42))
(pcpc (source-r 8) (source-c 3) (dest-r 14) (dest-c 4) (cost 42))
(pcpc (source-r 14) (source-c 4) (dest-r 9) (dest-c 2) (cost 46))
(pcpc (source-r 9) (source-c 2) (dest-r 14) (dest-c 4) (cost 46))
(pcpc (source-r 14) (source-c 4) (dest-r 10) (dest-c 3) (cost 46))
(pcpc (source-r 10) (source-c 3) (dest-r 14) (dest-c 4) (cost 46))
(pcpc (source-r 17) (source-c 5) (dest-r 17) (dest-c 5) (cost 0))
(pcpc (source-r 17) (source-c 5) (dest-r 16) (dest-c 4) (cost 4))
(pcpc (source-r 16) (source-c 4) (dest-r 17) (dest-c 5) (cost 4))
(pcpc (source-r 17) (source-c 5) (dest-r 5) (dest-c 3) (cost 48))
(pcpc (source-r 5) (source-c 3) (dest-r 17) (dest-c 5) (cost 48))
(pcpc (source-r 17) (source-c 5) (dest-r 4) (dest-c 2) (cost 52))
(pcpc (source-r 4) (source-c 2) (dest-r 17) (dest-c 5) (cost 52))
(pcpc (source-r 17) (source-c 5) (dest-r 6) (dest-c 2) (cost 48))
(pcpc (source-r 6) (source-c 2) (dest-r 17) (dest-c 5) (cost 48))
(pcpc (source-r 17) (source-c 5) (dest-r 7) (dest-c 3) (cost 44))
(pcpc (source-r 7) (source-c 3) (dest-r 17) (dest-c 5) (cost 44))
(pcpc (source-r 17) (source-c 5) (dest-r 8) (dest-c 3) (cost 42))
(pcpc (source-r 8) (source-c 3) (dest-r 17) (dest-c 5) (cost 42))
(pcpc (source-r 17) (source-c 5) (dest-r 9) (dest-c 2) (cost 46))
(pcpc (source-r 9) (source-c 2) (dest-r 17) (dest-c 5) (cost 46))
(pcpc (source-r 17) (source-c 5) (dest-r 10) (dest-c 3) (cost 46))
(pcpc (source-r 10) (source-c 3) (dest-r 17) (dest-c 5) (cost 46))
(pcpc (source-r 16) (source-c 4) (dest-r 16) (dest-c 4) (cost 0))
(pcpc (source-r 16) (source-c 4) (dest-r 5) (dest-c 3) (cost 48))
(pcpc (source-r 5) (source-c 3) (dest-r 16) (dest-c 4) (cost 48))
(pcpc (source-r 16) (source-c 4) (dest-r 4) (dest-c 2) (cost 52))
(pcpc (source-r 4) (source-c 2) (dest-r 16) (dest-c 4) (cost 52))
(pcpc (source-r 16) (source-c 4) (dest-r 6) (dest-c 2) (cost 48))
(pcpc (source-r 6) (source-c 2) (dest-r 16) (dest-c 4) (cost 48))
(pcpc (source-r 16) (source-c 4) (dest-r 7) (dest-c 3) (cost 44))
(pcpc (source-r 7) (source-c 3) (dest-r 16) (dest-c 4) (cost 44))
(pcpc (source-r 16) (source-c 4) (dest-r 8) (dest-c 3) (cost 42))
(pcpc (source-r 8) (source-c 3) (dest-r 16) (dest-c 4) (cost 42))
(pcpc (source-r 16) (source-c 4) (dest-r 9) (dest-c 2) (cost 46))
(pcpc (source-r 9) (source-c 2) (dest-r 16) (dest-c 4) (cost 46))
(pcpc (source-r 16) (source-c 4) (dest-r 10) (dest-c 3) (cost 46))
(pcpc (source-r 10) (source-c 3) (dest-r 16) (dest-c 4) (cost 46))
(pcpc (source-r 5) (source-c 3) (dest-r 5) (dest-c 3) (cost 0))
(pcpc (source-r 5) (source-c 3) (dest-r 4) (dest-c 2) (cost 4))
(pcpc (source-r 4) (source-c 2) (dest-r 5) (dest-c 3) (cost 4))
(pcpc (source-r 5) (source-c 3) (dest-r 6) (dest-c 2) (cost 4))
(pcpc (source-r 6) (source-c 2) (dest-r 5) (dest-c 3) (cost 4))
(pcpc (source-r 5) (source-c 3) (dest-r 7) (dest-c 3) (cost 4))
(pcpc (source-r 7) (source-c 3) (dest-r 5) (dest-c 3) (cost 4))
(pcpc (source-r 5) (source-c 3) (dest-r 8) (dest-c 3) (cost 6))
(pcpc (source-r 8) (source-c 3) (dest-r 5) (dest-c 3) (cost 6))
(pcpc (source-r 5) (source-c 3) (dest-r 9) (dest-c 2) (cost 10))
(pcpc (source-r 9) (source-c 2) (dest-r 5) (dest-c 3) (cost 10))
(pcpc (source-r 5) (source-c 3) (dest-r 10) (dest-c 3) (cost 10))
(pcpc (source-r 10) (source-c 3) (dest-r 5) (dest-c 3) (cost 10))
(pcpc (source-r 2) (source-c 2) (dest-r 5) (dest-c 3) (cost 8))
(pcpc (source-r 5) (source-c 3) (dest-r 2) (dest-c 2) (cost 8))
(pcpc (source-r 4) (source-c 2) (dest-r 4) (dest-c 2) (cost 0))
(pcpc (source-r 4) (source-c 2) (dest-r 6) (dest-c 2) (cost 8))
(pcpc (source-r 6) (source-c 2) (dest-r 4) (dest-c 2) (cost 8))
(pcpc (source-r 4) (source-c 2) (dest-r 7) (dest-c 3) (cost 8))
(pcpc (source-r 7) (source-c 3) (dest-r 4) (dest-c 2) (cost 8))
(pcpc (source-r 4) (source-c 2) (dest-r 8) (dest-c 3) (cost 10))
(pcpc (source-r 8) (source-c 3) (dest-r 4) (dest-c 2) (cost 10))
(pcpc (source-r 4) (source-c 2) (dest-r 9) (dest-c 2) (cost 14))
(pcpc (source-r 9) (source-c 2) (dest-r 4) (dest-c 2) (cost 14))
(pcpc (source-r 4) (source-c 2) (dest-r 10) (dest-c 3) (cost 14))
(pcpc (source-r 10) (source-c 3) (dest-r 4) (dest-c 2) (cost 14))
(pcpc (source-r 2) (source-c 2) (dest-r 4) (dest-c 2) (cost 4))
(pcpc (source-r 4) (source-c 2) (dest-r 2) (dest-c 2) (cost 4))
(pcpc (source-r 6) (source-c 2) (dest-r 6) (dest-c 2) (cost 0))
(pcpc (source-r 6) (source-c 2) (dest-r 7) (dest-c 3) (cost 4))
(pcpc (source-r 7) (source-c 3) (dest-r 6) (dest-c 2) (cost 4))
(pcpc (source-r 6) (source-c 2) (dest-r 8) (dest-c 3) (cost 6))
(pcpc (source-r 8) (source-c 3) (dest-r 6) (dest-c 2) (cost 6))
(pcpc (source-r 6) (source-c 2) (dest-r 9) (dest-c 2) (cost 10))
(pcpc (source-r 9) (source-c 2) (dest-r 6) (dest-c 2) (cost 10))
(pcpc (source-r 6) (source-c 2) (dest-r 10) (dest-c 3) (cost 10))
(pcpc (source-r 10) (source-c 3) (dest-r 6) (dest-c 2) (cost 10))
(pcpc (source-r 2) (source-c 2) (dest-r 6) (dest-c 2) (cost 12))
(pcpc (source-r 6) (source-c 2) (dest-r 2) (dest-c 2) (cost 12))
(pcpc (source-r 7) (source-c 3) (dest-r 7) (dest-c 3) (cost 0))
(pcpc (source-r 7) (source-c 3) (dest-r 8) (dest-c 3) (cost 2))
(pcpc (source-r 8) (source-c 3) (dest-r 7) (dest-c 3) (cost 2))
(pcpc (source-r 7) (source-c 3) (dest-r 9) (dest-c 2) (cost 6))
(pcpc (source-r 9) (source-c 2) (dest-r 7) (dest-c 3) (cost 6))
(pcpc (source-r 7) (source-c 3) (dest-r 10) (dest-c 3) (cost 6))
(pcpc (source-r 10) (source-c 3) (dest-r 7) (dest-c 3) (cost 6))
(pcpc (source-r 2) (source-c 2) (dest-r 7) (dest-c 3) (cost 12))
(pcpc (source-r 7) (source-c 3) (dest-r 2) (dest-c 2) (cost 12))
(pcpc (source-r 8) (source-c 3) (dest-r 8) (dest-c 3) (cost 0))
(pcpc (source-r 8) (source-c 3) (dest-r 9) (dest-c 2) (cost 4))
(pcpc (source-r 9) (source-c 2) (dest-r 8) (dest-c 3) (cost 4))
(pcpc (source-r 8) (source-c 3) (dest-r 10) (dest-c 3) (cost 4))
(pcpc (source-r 10) (source-c 3) (dest-r 8) (dest-c 3) (cost 4))
(pcpc (source-r 9) (source-c 2) (dest-r 9) (dest-c 2) (cost 0))
(pcpc (source-r 9) (source-c 2) (dest-r 10) (dest-c 3) (cost 4))
(pcpc (source-r 10) (source-c 3) (dest-r 9) (dest-c 2) (cost 4))
(pcpc (source-r 10) (source-c 3) (dest-r 10) (dest-c 3) (cost 0))
